transaction_id,export_value,weight,logistics_cost_rate,tax_rate,region_code
1111,55532.416883067955,763.1679441301235,0.03474610047077404,0.13,1
1112,174038.63432842388,5769.801675803455,0.13193493329480696,0.13,2
1113,88173.32156719276,6550.270572811757,0.10061786937593985,0.08,3
1114,36276.22565972015,9376.278180097213,0.14681888904570495,0.05,3
1115,16023.668150483882,7647.036923711973,0.11737750140995624,0.05,3
1116,87447.40271538432,3580.0906030762794,0.05360597238730904,0.08,0
1117,148519.23068469987,9191.670934536343,0.1388515978290143,0.13,1
1118,98005.98936744648,4665.17042931525,0.022543740608745345,0.05,1
1119,141636.3578252037,4378.430291383288,0.03444911162172549,0.08,1
1120,185605.2200439951,9756.741505063646,0.06520590289210802,0.13,1
1121,93273.43558816095,6398.603824840151,0.031033860701146124,0.0,1
1122,81399.98263029284,2363.82035986944,0.1408299262535995,0.08,0
1123,75052.1753123819,8648.834327598755,0.052569133144902615,0.2,2
1124,184545.32760996357,4457.449930548586,0.014241967027641633,0.0,2
1125,10424.523815557925,8392.550514230723,0.053830564105272566,0.05,3
1126,50823.14714466365,7998.600092197667,0.05832654854948821,0.0,3
1127,20511.14844945202,2221.343287400511,0.13997624899477007,0.08,1
1128,115328.72763938988,4104.480693968214,0.03592564947269436,0.08,3
1129,62503.27039583618,462.17065693950485,0.06953860171323989,0.05,0
1130,145278.50071706675,9667.79318325063,0.14862642980190996,0.13,0
1131,24266.392531424375,1665.6953857912029,0.04097396851323479,0.2,3
1132,10229.82915645107,7426.836051851257,0.1320409196428998,0.0,1
1133,141857.0626942905,7676.483471754864,0.040967791288790065,0.13,1
1134,159336.33287736643,8935.264588421196,0.04467851447943782,0.13,3
1135,78762.42168109585,6858.206788584768,0.021963536835054247,0.05,0
1136,53227.90911045692,8654.786890319032,0.12393700624723943,0.13,3
1137,56242.55276633762,3683.1322224028163,0.03133436195207283,0.13,3
1138,102190.67514496122,4524.479892543571,0.044373795749228534,0.0,3
1139,64316.53501676268,3888.0108466308457,0.137730408476604,0.13,2
1140,145134.64611512338,947.7805577427202,0.023033119056521896,0.05,0
1141,124078.86094852755,9134.146059454108,0.11767688901726239,0.05,1
1142,17611.216906897454,3013.7717504356096,0.1352542789049142,0.05,2
1143,33862.79871544047,6712.709086288404,0.04201635926539339,0.08,3
1144,194197.46520153026,6173.596858133118,0.1286947050963331,0.0,3
1145,96946.82974018654,1888.5016884101522,0.03262407059227788,0.08,2
1146,147968.5891960914,3442.7002567686413,0.10809074446871951,0.0,0
1147,46085.991829412735,8729.051854927256,0.03269320124144769,0.2,0
1148,130322.32976786201,3350.0482842941137,0.12178286882132196,0.05,1
1149,182760.4726345032,1442.4660802294854,0.08178481063907125,0.2,0
1150,11733.112366516481,3987.0833842648713,0.08986066236426199,0.08,2
1151,39584.56134588011,8146.7868333249435,0.10072724321170327,0.13,2
1152,62769.041222169995,9340.880371747176,0.019049608960780978,0.0,2
1153,65963.50276389593,3392.3769520432757,0.14078393802365774,0.2,0
1154,68360.36412431051,9374.745054121979,0.08603542372672934,0.05,3
1155,117725.09555249437,6901.60187119077,0.057743629112366364,0.08,1
1156,199672.39135778043,3430.392037292627,0.0682102416413032,0.08,1
1157,74182.70685789024,2950.614581738878,0.1078313867501654,0.08,2
1158,9055.775683627822,6978.227186971994,0.028601643879621837,0.08,3
1159,24426.842047838763,9697.96671435993,0.08903930321331718,0.2,3
1160,81365.83057891583,9822.485652755202,0.07688757389957698,0.0,0
1161,122911.56492866772,8880.863488957328,0.0326225702813084,0.2,0
1162,176462.0354448665,7197.737058509109,0.0748487433431087,0.0,1
1163,32808.695732324355,5382.344121321411,0.09291295631549998,0.0,0
1164,74114.18826087473,1562.5108090706892,0.12400366659623825,0.0,1
1165,112230.29793373338,4949.791320036869,0.05181535936751089,0.05,3
1166,168323.55431037451,1140.0648753255907,0.024068777230604743,0.0,1
1167,120083.93488651562,3354.359164552617,0.1249564711222469,0.13,2
1168,198979.59710846713,5151.035845954089,0.03856890511237019,0.0,3
1169,151039.52468715044,1513.5578050577944,0.10707272970548881,0.05,1
1170,10934.695405423332,3710.1520271410777,0.13078154675837453,0.08,3
1171,185073.49926819766,3534.294020682437,0.016803504640622698,0.08,3
1172,196078.33531548647,6458.7044093932445,0.05554880126954162,0.2,2
1173,70781.60544229744,8978.539405532578,0.10408222264273662,0.0,3
1174,132404.59745913465,9701.617277236994,0.11188439411855637,0.13,3
1175,118215.36812888499,3219.376931849776,0.08044586427394163,0.05,1
1176,185020.37453310707,2217.9718546014797,0.03367473820819954,0.08,0
1177,166585.97318017035,5833.873971311857,0.09140911911529251,0.05,1
1178,177410.97067964438,4108.397806589902,0.12477141330896055,0.13,0
1179,175346.09841528803,1301.5277876043015,0.01957462967185611,0.2,3
1180,94973.97341535911,5576.2956884578,0.02600890300398307,0.0,1
1181,142044.6519189028,5351.171749669584,0.10221741907910409,0.05,3
1182,192211.31839184737,6276.167086604827,0.09346341969035596,0.05,3
1183,60921.18350472743,9604.301237846497,0.012752565303045065,0.13,3
1184,93459.49052635138,8536.007255390088,0.11104298654331575,0.08,2
1185,50059.57039266948,7729.24771540792,0.10319575062773191,0.13,2
1186,114538.01836298,7677.524634785567,0.05305216527333009,0.2,3
1187,52857.4223419337,1760.3998903827464,0.10737878329914674,0.08,1
1188,71730.34949386516,7451.245615852143,0.1086374526805566,0.0,3
1189,49597.15267965164,1690.0989070642743,0.09916561442146335,0.2,0
1190,84415.07861593836,9718.237906677201,0.04967610825637131,0.0,2
1191,34602.43809815201,7563.345129830967,0.05010929016596198,0.0,1
1192,197687.42399527787,3054.079369755579,0.036000556673148366,0.13,2
1193,93801.2695539177,2849.841668612542,0.10025115932956354,0.2,0
1194,109786.62064484374,3065.714966651645,0.06670407772053914,0.2,2
1195,154613.90572433654,2628.255741387046,0.09725301382909973,0.08,1
1196,185701.5469891213,2736.688943473379,0.022445735791495912,0.13,0
1197,147791.33092730693,9105.719825189952,0.09734893679714952,0.13,0
1198,20585.84439996517,6228.937195399982,0.08510995087658274,0.05,2
1199,163982.13514926468,4495.908202234589,0.144645109444042,0.05,2
1200,114285.92623236998,1824.1887991986414,0.07485137231235388,0.0,2
1201,114698.36479615064,4270.2489426499105,0.0731751504151002,0.05,1
1202,181919.4022450871,2444.1617131659395,0.05818110785590299,0.0,0
1203,51629.64666286657,5153.241520138253,0.12429558281353165,0.0,1
1204,183843.77486676272,4893.710545049059,0.1252596181540099,0.08,1
1205,51946.71346220247,3413.9957127117536,0.14161980806884256,0.0,2
1206,176410.20794318183,8444.007412972634,0.051450454712034244,0.08,3
1207,112018.26576741325,6982.773342523446,0.14579057819124694,0.2,3
1208,134866.3418373726,3817.548024951099,0.14251336199163783,0.0,1
1209,104263.3185922097,5813.467675108784,0.10516058875222392,0.2,3
1210,95545.96268410167,7742.516565610912,0.10194665331280411,0.0,1
1211,170669.12986761134,3444.9400760950107,0.1278730328599628,0.0,1
1212,156016.12949772217,9719.640792058763,0.1411220618372669,0.0,0
1213,44872.3376567767,3539.2774018079554,0.09157188811811853,0.13,1
1214,99576.39868870747,9449.639237507037,0.0791229808450144,0.08,2
1215,118869.77166910916,1009.0924470154081,0.10112076742559378,0.13,0
1216,144306.20629698984,4836.915200600181,0.11391690327427985,0.13,1
1217,117987.02679975009,3734.792139331095,0.0636441354473667,0.05,0
1218,6586.551047286478,6152.484681412794,0.015893651707357,0.08,3
1219,140633.68165442982,3975.175856075818,0.12557361130759967,0.13,2
1220,25543.42935871502,6047.626164588867,0.10766635916346072,0.13,1
1221,192957.1669145948,5167.9363497531085,0.047178806497235645,0.08,3
1222,38771.04365759838,4708.336494698726,0.04883254185573007,0.05,1
1223,188931.92126042326,4709.178999837538,0.08009600662912757,0.08,1
1224,109604.49860333644,6441.006844512601,0.13116098357119765,0.2,0
1225,184250.51512799883,9628.223962348597,0.031314260841982716,0.2,0
1226,131911.04171553202,2393.8681659304025,0.0961128917394124,0.05,3
1227,196214.62232004554,5919.991702696175,0.056961235067462285,0.0,0
1228,8981.738916662429,1452.0891054082197,0.057771041675870306,0.0,3
1229,99928.46697101556,1762.6965864984643,0.04874108822698997,0.08,2
1230,106813.10613651734,9156.599407031234,0.0676190697724355,0.0,0
1231,51601.36248260055,2904.6008011672275,0.12530571573028254,0.0,3
1232,144785.99267970803,9260.667541316896,0.034722253231591206,0.13,0
1233,24137.718942666543,9382.853822127785,0.08212335261297259,0.08,1
1234,49164.87764177943,8494.67959142033,0.08795162741230172,0.2,2
1235,113342.87308438434,2541.556292332162,0.06390702671614562,0.2,0
1236,5291.85768793888,8836.692656633584,0.01687530618006457,0.08,2
1237,162384.95924635977,4361.768694496753,0.09225929877374466,0.13,1
1238,163556.92899094243,2327.690544126584,0.02747101254333094,0.13,2
1239,49683.756415645366,3923.342124988376,0.04753358372630461,0.13,1
1240,53474.81409904582,6904.736194744686,0.12403658745064094,0.08,3
1241,130574.86374268278,9206.110789308514,0.09750682417444413,0.05,1
1242,165828.8333524676,7732.881588690612,0.07336761738933985,0.2,2
1243,161580.2425375684,9555.536965696216,0.06328413317924746,0.13,3
1244,106448.39589020913,6422.154782355912,0.10045907755153666,0.05,0
1245,30789.367134874068,3539.145603964218,0.07621118498421159,0.08,3
1246,29802.331767181815,6310.6383105045525,0.0464375990302225,0.13,0
1247,191624.31130085624,3618.1765957049556,0.0541941559061927,0.2,0
1248,34488.72989895196,2382.5149907279965,0.09124800001373355,0.05,1
1249,79593.95427245206,8858.30526094993,0.08024292774366343,0.0,3
1250,141333.33691645463,7195.376657075925,0.0853315547807222,0.05,3
1251,8040.811923463367,670.4228252533394,0.0966060338988062,0.05,2
1252,156504.41105811414,8106.251878788147,0.1140818897068307,0.05,0
1253,48700.469271636466,7299.527098578733,0.0813614180122701,0.05,1
1254,12164.292881155592,1627.4800999058073,0.07731882841133378,0.08,2
1255,51100.3965646466,9682.626349669918,0.11174002997441122,0.13,0
1256,52379.159530156954,9735.1845600702,0.12284244454241358,0.13,3
1257,90024.00227996966,455.8072110403836,0.020555688197279365,0.08,2
1258,115479.46564026043,6557.449415550099,0.021363994524647323,0.13,0
1259,186117.16833156726,2922.045028912438,0.11653942385903177,0.05,0
1260,78804.05111023477,7074.340928079218,0.05419496002492409,0.13,0
1261,81835.54795094761,783.0110427331642,0.07502395503284631,0.0,2
1262,25695.619262149445,1506.2507795181193,0.04740742667237083,0.2,2
1263,59896.76694681402,3489.0180465799035,0.014205877682616844,0.0,2
1264,163473.73540522176,8485.472707608647,0.08684237066855942,0.0,2
1265,34256.85410055147,8217.183871812253,0.020863540504297468,0.0,1
1266,39023.90811192031,785.8157214065538,0.016762942160717876,0.0,1
1267,106450.22870848926,6991.6893759631475,0.032573528592102774,0.05,2
1268,187916.24935339394,8038.191062406977,0.05651018967499692,0.13,0
1269,135232.24379539522,6002.031561713171,0.02060204933437904,0.0,3
1270,94779.84701804274,3590.355684139248,0.08789964658323755,0.13,1
1271,157793.29749312374,579.9945134339685,0.11652091904428716,0.2,0
1272,74706.96165328758,1891.650345796728,0.053644841955154066,0.08,2
1273,150050.68477248558,9358.871617511562,0.04880895656692997,0.2,3
1274,117670.58832348375,1641.3441964083609,0.11509826325527936,0.08,1
1275,65687.03702080852,8846.695020857418,0.11315714851839824,0.0,0
1276,138280.93322412184,8647.842607790837,0.061225694317353585,0.08,2
1277,55113.653103834564,8485.12563626457,0.14914180025353474,0.2,1
1278,13266.33214671019,2208.1478304254406,0.11500672914300233,0.2,3
1279,156850.70107402967,5788.302808085524,0.1002906428417103,0.0,2
1280,139115.7470184177,2974.4305029628795,0.015425085295880527,0.13,3
1281,42446.01532482425,8393.621283362003,0.07832555497347157,0.05,3
1282,179686.4694499206,7324.697205546833,0.01876531959336907,0.05,1
1283,12925.997758687572,5760.174078269511,0.05873120501118773,0.08,3
1284,133318.34102849982,9837.909331215862,0.03547988002250548,0.08,1
1285,184794.70021777184,6107.83174748536,0.03535370315972928,0.05,2
1286,47091.873768676494,5219.3346507504475,0.10050446617731637,0.13,0
1287,86275.68385784043,8270.725475980082,0.10737345550953763,0.08,3
1288,32916.778421644456,442.83567771520825,0.02368939291218398,0.13,2
1289,156413.4978685633,8078.594209385098,0.020767114522209383,0.08,0
1290,179812.7375084742,4402.924534549781,0.14567952979174673,0.13,2
1291,69375.93042818652,6798.024979685688,0.12215163981464075,0.13,2
1292,27905.277568789537,7758.699214529431,0.12824639637734284,0.08,0
1293,20576.355322528725,9411.705558391868,0.01700575567942816,0.2,1
1294,95321.48204018158,1880.619832574286,0.14790446937658377,0.08,2
1295,72112.95892536118,6662.105645703699,0.12670604498425736,0.13,3
1296,161899.72117300786,2559.313258147527,0.020871880825623412,0.2,3
1297,168311.77203158272,8722.26990449221,0.052477585559159316,0.13,1
1298,126811.78013674197,9793.023225390962,0.11240858277497007,0.0,0
1299,62102.62583714433,8537.039421295893,0.12797354473611822,0.2,3
1300,197853.95171746897,3103.1906348545303,0.05900760908270255,0.13,1
1301,132746.70648244338,4104.112612267945,0.12275013359822237,0.08,2
1302,135737.47904653434,9368.20840359036,0.14049272337558016,0.0,1
1303,99483.40402590604,9909.70579695964,0.11134721661100143,0.08,1
1304,155518.98144984597,5228.6525762081965,0.10938540904316797,0.13,0
1305,145419.57379075096,9113.339057241594,0.06810538467379146,0.08,3
1306,64602.22752196134,6785.576760451592,0.13978235390316673,0.08,0
1307,115900.63917377223,8050.784824949666,0.08188689925635811,0.13,0
1308,122695.64964895142,3989.9478229970737,0.023603818756711165,0.0,0
1309,195238.12569699847,2962.328181590875,0.013810405285059668,0.0,0
1310,89397.98652888986,9387.386706465784,0.09565930784047341,0.13,0
1311,72924.67181861603,2444.069483240202,0.0726487761445727,0.08,3
1312,35565.59846440638,7234.308447924974,0.09468921593742224,0.2,1
1313,50736.22083229302,3353.415384065104,0.02752953444022712,0.13,2
1314,64530.299259032756,4328.578210808468,0.06372740794708227,0.2,1
1315,39900.26231089002,7074.066940418213,0.1400857517379955,0.08,3
1316,26218.182189064344,4311.873615498349,0.020685350875910245,0.08,0
1317,13099.313385163607,5676.163209636115,0.010193581641094034,0.0,0
1318,126681.07613048496,9775.239997946343,0.14232511950595894,0.08,1
1319,84663.28760669296,4613.287715908637,0.01482253329391272,0.13,2
1320,21356.20325584839,4743.975410641608,0.1073096918215052,0.0,3
1321,32788.55995765145,2259.503961108789,0.08454685018524385,0.13,3
1322,172540.7244994967,5577.881937343217,0.12239875072136612,0.13,2
1323,190570.31614135872,7747.104180916958,0.02920711487066332,0.0,3
1324,54365.12048389408,9070.076684333588,0.052749874329746226,0.05,1
1325,51255.24006334079,4149.776393678618,0.06230987309090354,0.13,2
1326,9969.55986751986,8412.51525986077,0.12768099833728094,0.13,2
1327,18449.47718172639,7739.65993187834,0.12175293195536402,0.0,3
1328,31565.128632889857,2161.392616418605,0.06531350551801597,0.13,2
1329,51641.47994507474,2517.8360041865035,0.11487278302085031,0.0,2
1330,95501.86483314876,4382.22864506329,0.04156580728631796,0.2,1
1331,62777.16579066919,5890.439353467334,0.12214683800577383,0.08,1
1332,99157.20331121942,2769.0398674000894,0.029695022610848693,0.05,1
1333,63303.06589913372,457.1095409196391,0.021132876778761855,0.2,3
1334,151806.7962414239,8566.778470552676,0.03272259447876949,0.05,2
1335,33999.22034644164,4819.509550085394,0.03341754005154738,0.13,3
1336,169466.87211000884,1673.1989841144439,0.015882417466280985,0.08,2
1337,110764.12945927633,7521.7069397600235,0.09322080837691772,0.05,0
1338,56932.885233248955,8992.412503131844,0.09969596577927352,0.2,0
1339,37390.5645509576,8951.544854984308,0.03662834801527877,0.08,0
1340,111327.94317333831,7194.695197954917,0.013021152400927084,0.2,3
1341,110393.0667726867,3102.848364853915,0.07112721506480817,0.05,3
1342,88011.06740442835,1817.2510860466587,0.1261685457881817,0.2,3
1343,197064.11163529358,4282.244988472289,0.1113129040323528,0.2,3
1344,42488.32962986587,8802.295539809737,0.13620913362272952,0.05,3
1345,64073.348069864165,7978.885091970465,0.14401278641668058,0.13,0
1346,54284.45417885577,8469.75887103448,0.08515153227252996,0.0,2
1347,52091.24949785913,8741.319924353282,0.12254437469921492,0.2,2
1348,46698.1076979009,1596.0246802326908,0.066154822408012,0.08,0
1349,35968.677455822966,6944.837479763727,0.11891045183896332,0.13,0
1350,176810.68781902478,6147.281997528471,0.10731164678708005,0.08,0
1351,57061.67830944672,3594.5663412613158,0.09097663162401179,0.05,3
1352,57500.02677079248,2088.484372282761,0.10881229564421349,0.13,2
1353,78199.03992159264,1280.7155332505308,0.10129699024399935,0.0,0
1354,38529.59213290002,7550.839082444576,0.14517976429292387,0.2,1
1355,197967.61185743805,8254.975218090465,0.09223566063451157,0.08,3
1356,53171.900526239006,1351.6344104751906,0.05017440770268391,0.05,1
1357,180315.33909116604,8977.556902715334,0.0493969609245146,0.13,0
1358,37637.55426072168,6020.917429639089,0.09493169815247753,0.2,3
1359,122042.48553093585,626.5192463966912,0.14262398161567572,0.08,2
1360,79280.7759051262,3664.320577319923,0.12426403840615803,0.05,0
1361,67603.57549668114,1073.3512550125065,0.048795177187568255,0.0,1
1362,32934.92131449791,9983.162681510685,0.0242763619494263,0.05,1
1363,193207.39989797666,1973.2248711110483,0.058748394133552755,0.13,1
1364,33816.136071715984,7819.79183302938,0.0742493514814848,0.2,3
1365,138534.26599730944,8475.832190571891,0.05523631077301184,0.2,0
1366,174281.03416564374,7315.037345155818,0.010294588350647789,0.08,3
1367,61163.73729573455,8892.838182757258,0.12789017843456968,0.2,1
1368,16474.865862181654,9570.458635889881,0.06666553526120608,0.13,0
1369,28994.27368260205,3170.212220284712,0.06045685192916078,0.0,1
1370,59009.509452239865,3725.5811222839507,0.12869791179649215,0.05,3
1371,40036.03085958211,5953.892146657201,0.07238664274601717,0.13,0
1372,34860.771739910924,8305.822115526737,0.12002794226717883,0.0,0
1373,16480.86103429347,7526.019603657761,0.04999190206683843,0.05,3
1374,172650.24834157992,7041.987133946268,0.14439348541429542,0.05,0
1375,121837.65443074553,1617.146337760155,0.11466065714614954,0.13,0
1376,130562.18907232753,6404.520587388951,0.12844148416435922,0.2,1
1377,16395.525169838773,7090.725800205961,0.06567714844104273,0.13,3
1378,91797.03974544664,7444.171574496235,0.05498852691758195,0.0,0
1379,122019.48420583941,9938.176127634239,0.025799146736815715,0.08,0
1380,165717.24853349745,2766.4239128360477,0.09086331141603629,0.05,2
1381,104642.4564255248,2686.434164761943,0.12016011968305551,0.08,3
1382,25043.125682033464,903.0394111092684,0.0916055341325926,0.13,1
1383,54119.2268942957,4040.2949965821726,0.08545429804080167,0.2,2
1384,134607.52736438267,7335.838204606039,0.12273270261264166,0.08,0
1385,25396.90283810463,8142.860786639249,0.11041141874367065,0.2,3
1386,117442.4036350708,2174.1443551381317,0.10107771068980984,0.0,3
1387,164332.4980034595,934.1744839250492,0.039262471655352224,0.08,3
1388,112833.7271341421,758.7941530713452,0.10090716479591724,0.13,3
1389,144276.20229502555,2878.445650381671,0.11435273557008764,0.13,3
1390,193449.4201019977,4623.525075437367,0.12699213632579312,0.08,3
1391,192769.89639223117,3609.6044072182576,0.020314585877765582,0.08,0
1392,36310.78685632514,3231.2241262885836,0.07494977130957277,0.13,2
1393,182608.03172002078,6717.78464102733,0.028222926943423328,0.05,3
1394,128821.07283212189,2314.7770042647785,0.13855830625323426,0.13,0
1395,115854.93751255429,3122.056918507978,0.07513785942082207,0.2,0
1396,88912.58421758884,4048.9031046401287,0.07136203420571126,0.0,3
1397,80840.76519816415,9126.997900896313,0.07083258527489864,0.2,3
1398,59068.20733438561,7000.327543193188,0.03223291242513356,0.13,0
1399,62819.60666007496,2226.2575642869615,0.05167793334761891,0.05,1
1400,178045.76752324088,7023.709833222753,0.01633840814917982,0.08,0
1401,36391.31071872925,5688.003106500077,0.09235775957708323,0.0,3
1402,102954.08385062142,4025.1133497397504,0.06628476515861763,0.2,1
1403,139089.91250004843,8176.862562278754,0.04821943052060892,0.13,0
1404,118320.91888910982,2147.4332112940306,0.018920032073188583,0.05,2
1405,174791.29652277942,1678.6713184991277,0.08119275582618121,0.05,3
1406,78952.17527021906,7188.21164021057,0.13064869320844444,0.08,1
